name,Цель,Тип,Страна производитель,Количество в упаковке,Количество порций,"Срок годности, мес.",price,Форма выпуска,Диетические особенности,Подходит для,Ингредиенты,"Вес нетто, г",Минералы,Витамины,Штрихкод,Белок: грамм в 1 порции,"Объем, мл",Материал,Форма креатина,Вид транспортной системы,Вид белка
Карнитин Red Star Labs L-Carnitine Liquid Metal 124000 мг 1000 мл,"Сбросить вес, Улучшить выносливость, Продлить молодость",Карнитин (L-карнитин),Россия,1000,40.0,18.0,2650,жидкость,без сахара,"мужчин и женщин, пожилых","подготовленная столовая минеральная вода, L-Карнитин, концентрированный сок вишня, регулятор кислотности - лимонная кислота, подсластитель сукралоза, консерванты: бензоат натрия, сорбат калия. Содержит натуральный экстракт вишня. Минимальное содержание фруктового сока 5%.",,,,,,1000.0,,,,
Карнитин Trec Nutrition L-Carnitine + Green Tea 180 капсул,Сбросить вес,Карнитин (L-карнитин),Польша,180,90.0,24.0,1850,капсулы,без пальмового масла,мужчин и женщин,"На 2 капс: MTC масло, Л-карнитина фумарат - 300 мг, оболочка капсулы (желатин, глицерол, соевое масло), экстракт зеленого чая - 182 мг, скрепляющий агент – пчелиный воск, белый и желтый, эмульгатор - соевый лецитин, носитель - диоксид кремния, красители - диоксид титана, тартразин, блестящий синий FCF.",285.0,,,5901828344886,,,,,,
Карнитин Trec Nutrition L-Carnitine 3000 500 мл,"Сбросить вес, Улучшить выносливость",Карнитин (L-карнитин),Польша,500,40.0,12.0,2130,жидкость,без лактозы,мужчин и женщин,"oчищенная вода-носитель; лимонная кислота-регулятор кислотности; цикламат натрия,аспартам,ацесульфам К,сахаринат натрия-подсластители; абрикосовый аромат; сорбат калия,бензоат натрия-консерванты.",600.0,,,5901828340383,,,,,,
Аминокислотный комплекс Trec Nutrition Sleep-ER 225 г,"Эффективность сна, Избавление от стресса и депрессии, Восстановление",Аминокислотные комплексы,Польша,225,25.0,24.0,2390,порошок,"без ГМО, без консервантов",мужчин и женщин,"На порцию 9 г: Аргинин гидрохлорид - 1200 мг, Глутамин - 900 мг, D-аспарагиновая кислота - 600 мг, Лизин гидрохлорид - 600 мг, L-Орнитин альфа-кетоглутарат - 600 мг, Гамма-аминомасляная кислота (ГАБА) - 450 мг, Триптофан - 300 мг, Магний - 192 мг, Цинк - 9 мг, Экстракт корня валерианы - 180 мг, Экстракт из листьев мелиссы лекарственной (Melissa officinalis) [4:1] - 180 мг, L-Теанин - 120 мг, Витамин В6 - 8,4 мг, Мелатонин - 0,6 мг",,"магний, цинк",B6 (пиридоксин),5902114013080,,,,,,
Аминокислоты Trec Nutrition BCAA High Speed 500 г,Восстановление,BCAA,Польша,500,50.0,24.0,2990,порошок,"без глютена, без консервантов",мужчин и женщин,"аминокислоты с разветвленной цепью BCAA (60%), мальтодекстрины, регуляторы кислотности - лимонная кислота, яблочная кислота, ароматизаторы, загустители - целлюлозная камедь, ксантановая камедь, подсластитель - сукралоза, краситель для вкуса лимон - бета-каротин, краситель для вкуса вишня-грейпфрут - кармазин, краситель для вкуса кола - карамель",500.0,,,5902114019204,,,,,,
Creatine Monohydrate 100% 500 г,"Нарастить массу, Улучшить выносливость",Креатин моногидрат,Россия,500,100.0,730.0,1780,порошок,"без ГМО, без ароматизаторов, без глютена, без консервантов, без лактозы, без сахара",мужчин и женщин,Моногидрат креатина,673.0,,,4627157350152,,,,креатин моногидрат,,
Креатин ActivLab Creatine Powder Super 500 г,Нарастить массу,Креатин моногидрат,Польша,500,83.0,24.0,3230,порошок,с витаминами,мужчин и женщин,"Моногидрат креатина, вещество, препятствующее слеживанию: карбонат магния, витамины (L-аскорбиновая кислота, амид никотиновой кислоты, DL-альфа-токоферилацетат, ретинилацетат, холекальциферол, D-пантотенат кальция, гидрохлорид пиридоксина, мононитрат тиамина, птероилмоноглутаминовая кислота, биотин, филлохинон, цианокобаламин). Продукт может содержать следовые количества соевых бобов, пшеницы и орехов.",500.0,,,5907368812557,,,,креатин моногидрат,,
Аминокислоты Optimum Nutrition BCAA 1000 Caps 400 капсул,Восстановление,BCAA,США,400,200.0,24.0,3540,капсулы,"без консервантов, без красителей",мужчин и женщин,"L-лейцин, L-изолейцин, L-валин, Желатин, стеарат магния.",375.0,,,2000324816187,,,,,,
Аминокислотный комплекс Optimum Nutrition Amino Energy 585 г,"Улучшить выносливость, Восстановление",Аминокислотные комплексы,США,585,65.0,730.0,3380,порошок,"без ГМО, без аспартама, без консервантов, без пальмового масла, без сахара, без соли, без холестерина",мужчин и женщин,"Смесь аминокислот (микронизированные таурин, глютамин, аргинин, лейцин, бета-аланин, цитруллин, изолейцин, валин, тирозин, гистидин, лизин, треонин, метионин, фенилаланин), энергетическая смесь (кофеин, экстракт зеленого чая, экстракт зеленого кофе). Другие ингредиенты: лимонная кислота, яблочная кислота, натуральные и искусственные ароматизаторы, винная кислота, диоксид кремния, силикат кальция, сукралоза, ксантановая камедь, карбоксиметилцеллюлоза, карраген, лецитин, пищевой краситель FD&amp;C Blue#2, инулин.",705.0,,,748927022902,,,,,,
Креатин Trec Nutrition Creatine 100% 300 г,Нарастить массу,Креатин моногидрат,Польша,300,60.0,24.0,1990,порошок,без консервантов,мужчин и женщин,"моногидрат креатина, цитрат натрия, витамин С (аскорбиновая кислота).",370.0,,,5901828340635,,,,креатин моногидрат,,
Аминокислоты Ultimate Nutrition Flavored BCAA Powder 12000 457 г,"Нарастить массу, Сбросить вес, Восстановление",BCAA,США,457,60.0,24.0,2220,порошок,"без консервантов, без крахмала",мужчин и женщин,"waxy maize, лимонная кислота, натуральные ароматизаторы, сукралоза, ацесульфам калия, краситель.",500.0,,,099071004451,,,,,,
Карнитин Red Star Labs L-Carnitine 750 мг 90 капсул ,"Сбросить вес, Улучшить выносливость",Карнитин (L-карнитин),США,90,90.0,24.0,1450,капсулы,без лактозы,мужчин и женщин," Л-карнитин (как л-карнитина тартрат), желатин - оболочка капсулы, диоксид титана - краситель.",200.0,,,4600324777228,,,,,,
Аминокислота Red Star Labs L-Glutamine 300 г,"Продлить молодость, Восстановление",Глютамин,Россия,300,60.0,24.0,1830,порошок,"без ароматизаторов, без консервантов, без красителей","мужчин и женщин, пожилых",L-Глютамин.,350.0,,,4600778012968,,,,,,
Аминокислоты Red Star Labs BCAA 4:1:1 300 таблеток,"Нарастить массу, Сбросить вес, Восстановление",BCAA,Россия,300,60.0,24.0,2340,таблетки,"без консервантов, без красителей",мужчин и женщин,"Лейцин, изолейцин, валин, микрокристаллический, желатин (связующее вещество), стеарат кальция (e-470), антиспекающий аэросил (скользящий агент)",500.0,,,4640006011523,,,,,,
Аминокислота Red Star Labs Citrulline 750 мг 120 капсул,"Нарастить массу, Восстановление",Аминокислоты отдельные,Россия,120,60.0,24.0,1350,капсулы,вегетарианский,мужчин и женщин, L-цитруллин малат,240.0,,,4600778012999,,,,,,
Аминокислоты RLine BCAA Extra 2:1:1 200 г,"Нарастить массу, Сбросить вес, Восстановление",BCAA,Россия,200,15.0,24.0,790,порошок,"без консервантов, без красителей, с сахарозаменителем",мужчин и женщин,"лейцин, изолейцин, валин, натуральный сублимированный сок, лимонная кислота, ароматизатор, подсластитель (сукралоза), йодированная соль.",,,,4600778004475,,,,,,
Аминокислоты RLine BCAA Extra 400 г,Восстановление,BCAA,Россия,400,30.0,24.0,1410,порошок,с сахарозаменителем,мужчин и женщин,"лейцин, изолейцин, валин, натуральный сублимированный сок, лимонная кислота, ароматизатор, подсластитель (сукралоза), йодированная соль.",,,,4600778004420,,,,,,
Аминокислотный комплекс Formotiva Pharma Nutrition BCAA 2:1:1 COMBO 250 г,Восстановление,BCAA,Польша,250,25.0,24.0,1650,порошок,"с витаминами, с сахарозаменителем","мужчин и женщин, пожилых","L-лейцин, L-изолейцин, L-валин, мальтодекстрин, регулятор кислотности: лимонная кислота, ароматизатор, тартрат холина, загустители: ксантановая камедь и аравийская камедь, подсластители: ацесульфам К, сукралоза и сахарин, краситель: хинолин желтый, пиридоксина гидрохлорид, цвет: желтый закат. Хинолиновые красители могут отрицательно влиять на активность и внимание у детей.",250.0,,B6 (пиридоксин),,,,,,,
Аминокислотный комплекс BCAA Collagen IPH AGAA Man 200 г,"Подвижность и здоровье суставов, Восстановление",BCAA,Россия,200,50.0,3.0,1620,порошок,"без ГМО, без ароматизаторов, без глютена, без консервантов, без красителей, без сахара",мужчин,"L-Лейцин, L-Изолейцин, L-Валин, Глицин, Пролин, Оксипролин, Гидролизат коллагена.",,,,4602009474095,,,,,,
